1;27;0
1;2;23410
1;3;23550
1;4;21095
1;5;-1810
1;6;22975
1;7;21865
1;8;22705
1;9;24170
1;10;22975
1;11;20070
1;12;20420
1;13;22560
1;14;20420
1;15;20990
1;16;18630
1;17;22510
1;18;21785
1;19;20930
1;20;21890
1;21;20910
1;22;19600
1;23;21390
1;24;22580
1;25;21900
1;26;20990
2;27;3470
2;3;3880
2;4;4135
2;5;-22380
2;6;5325
2;7;5325
2;8;5955
2;9;7490
2;10;5745
2;11;3200
2;12;3120
2;13;540
2;14;3950
2;15;490
2;16;1470
2;17;6040
2;18;4755
2;19;3840
2;20;420
2;21;4100
2;22;-1800
2;23;1040
2;24;3890
2;25;-1170
2;26;640
3;27;3610
3;2;3880
3;4;2195
3;5;-19110
3;6;2065
3;7;3865
3;8;3805
3;9;7420
3;10;3245
3;11;3610
3;12;3960
3;13;1510
3;14;3120
3;15;2440
3;16;2090
3;17;5000
3;18;2675
3;19;1270
3;20;3820
3;21;4450
3;22;-1030
3;23;3750
3;24;5970
3;25;1190
3;26;-2000
4;27;2150
4;2;5130
4;3;3190
4;5;-19600
4;6;1085
4;7;675
4;8;955
4;9;4440
4;10;885
4;11;2160
4;12;2290
4;13;3530
4;14;130
4;15;2850
4;16;-750
4;17;1870
4;18;-175
4;19;-1090
4;20;3960
4;21;2360
4;22;700
4;23;3470
4;24;4510
4;25;3210
4;26;1050
5;27;5690
5;2;5060
5;3;8330
5;4;6845
5;6;8725
5;7;6785
5;8;8245
5;9;7010
5;10;8655
5;11;5280
5;12;3960
5;13;5470
5;14;5340
5;15;3830
5;16;80
5;17;7080
5;18;7535
5;19;6550
5;20;1530
5;21;5000
5;22;2920
5;23;2430
5;24;2150
5;25;3550
5;26;5360
6;27;4510
6;2;6800
6;3;3540
6;4;1565
6;5;-17240
6;7;1995
6;8;1515
6;9;6380
6;10;1225
6;11;4520
6;12;4790
6;13;4710
6;14;2350
6;15;4800
6;16;1330
6;17;3470
6;18;1845
6;19;-1300
6;20;6110
6;21;4790
6;22;2090
6;23;5760
6;24;6940
6;25;4530
6;26;1470
7;27;3540
7;2;6940
7;3;5480
7;4;1295
7;5;-19040
7;6;2135
7;8;605
7;9;2910
7;10;2065
7;11;3410
7;12;3050
7;13;5680
7;14;-150
7;15;4520
7;16;-2140
7;17;0
7;18;1985
7;19;-670
7;20;5280
7;21;2710
7;22;2850
7;23;4790
7;24;4720
7;25;5290
7;26;3210
8;27;3540
8;2;6730
8;3;4580
8;4;735
8;5;-18420
8;6;815
8;7;-235
8;9;4230
8;10;815
8;11;3610
8;12;3400
8;13;5190
8;14;410
8;15;4380
8;16;-890
8;17;1250
8;18;1285
8;19;-1920
8;20;5420
8;21;3200
8;22;2300
8;23;4930
8;24;5480
8;25;4870
8;26;2440
9;27;4230
9;2;7490
9;3;7420
9;4;3445
9;5;-20430
9;6;4905
9;7;1295
9;8;3455
9;10;4765
9;11;4030
9;12;2780
9;13;6790
9;14;1100
9;15;4940
9;16;-4990
9;17;1320
9;18;4205
9;19;2170
9;20;5070
9;21;2640
9;22;3830
9;23;4580
9;24;3260
9;25;6120
9;26;5010
10;27;3330
10;2;6040
10;3;3540
10;4;185
10;5;-18490
10;6;45
10;7;745
10;8;335
10;9;5060
10;11;3270
10;12;3470
10;13;4360
10;14;890
10;15;3830
10;16;-60
10;17;2150
10;18;595
10;19;-2200
10;20;5070
10;21;3400
10;22;1600
10;23;4650
10;24;5620
10;25;4040
10;26;1400
11;27;270
11;2;3400
11;3;3810
11;4;1365
11;5;-21960
11;6;3245
11;7;1995
11;8;3035
11;9;4230
11;10;3175
11;12;280
11;13;2620
11;14;550
11;15;980
11;16;-1450
11;17;2640
11;18;2115
11;19;1200
11;20;1740
11;21;900
11;22;-270
11;23;1250
11;24;2430
11;25;1960
11;26;1190
12;27;1310
12;2;3950
12;3;4790
12;4;2125
12;5;-22650
12;6;4145
12;7;2265
12;8;3455
12;9;3610
12;10;4005
12;11;910
12;13;3390
12;14;690
12;15;1530
12;16;-2280
12;17;2640
12;18;2885
12;19;1830
12;20;1670
12;21;350
12;22;560
12;23;1110
12;24;1390
12;25;2580
12;26;2230
13;27;3740
13;2;1660
13;3;2630
13;4;3655
13;5;-20850
13;6;4355
13;7;5185
13;8;5535
13;9;7910
13;10;5185
13;11;3540
13;12;3680
13;14;4020
13;15;1190
13;16;2160
13;17;6040
13;18;4205
13;19;3220
13;20;1880
13;21;4580
13;22;-2700
13;23;2290
13;24;5070
13;25;-1240
13;26;-750
14;27;2150
14;2;5620
14;3;4790
14;4;805
14;5;-20430
14;6;2545
14;7;-95
14;8;1305
14;9;2770
14;10;2265
14;11;2020
14;12;1530
14;13;4570
14;15;3130
14;16;-2490
14;17;550
14;18;1565
14;19;-50
14;20;3890
14;21;1320
14;22;1670
14;23;3330
14;24;3400
14;25;4040
14;26;2510
15;27;2080
15;2;1520
15;3;3470
15;4;2885
15;5;-22580
15;6;4355
15;7;3935
15;8;4635
15;9;5970
15;10;4565
15;11;1810
15;12;1730
15;13;1100
15;14;2490
15;16;150
15;17;4580
15;18;3505
15;19;2660
15;20;420
15;21;2640
15;22;-1660
15;23;340
15;24;2980
15;25;150
15;26;570
16;27;5270
16;2;8050
16;3;8670
16;4;4835
16;5;-20780
16;6;6435
16;7;2825
16;8;4915
16;9;1590
16;10;6225
16;11;4930
16;12;3470
16;13;7620
16;14;2420
16;15;5700
16;17;2910
16;18;5525
16;19;3700
16;20;5280
16;21;3540
16;22;4730
16;23;4930
16;24;3050
16;25;6750
16;26;6190
17;27;3400
17;2;6870
17;3;5830
17;4;1705
17;5;-19530
17;6;2825
17;7;-785
17;8;1305
17;9;2150
17;10;2685
17;11;3270
17;12;2640
17;13;5750
17;14;-290
17;15;4380
17;16;-2840
17;18;2395
17;19;90
17;20;5000
17;21;2360
17;22;2920
17;23;4510
17;24;4160
17;25;5290
17;26;3620
18;27;2290
18;2;5200
18;3;3120
18;4;-725
18;5;-19460
18;6;815
18;7;815
18;8;955
18;9;4650
18;10;745
18;11;2360
18;12;2500
18;13;3530
18;14;340
18;15;2920
18;16;-610
18;17;2010
18;19;-1230
18;20;4100
18;21;2500
18;22;700
18;23;3610
18;24;4650
18;25;3210
18;26;850
19;27;3810
19;2;6660
19;3;4090
19;4;735
19;5;-18070
19;6;45
19;7;535
19;8;125
19;9;4990
19;10;325
19;11;3820
19;12;3820
19;13;4920
19;14;1100
19;15;4450
19;16;-60
19;17;2080
19;18;1145
19;20;5630
19;21;3750
19;22;2090
19;23;5200
19;24;5900
19;25;4600
19;26;1960
20;27;3540
20;2;2010
20;3;5410
20;4;4555
20;5;-24320
20;6;6225
20;7;5255
20;8;6235
20;9;6660
20;10;6365
20;11;3130
20;12;2430
20;13;2350
20;14;3810
20;15;980
20;16;290
20;17;5760
20;18;5245
20;19;4400
20;21;3540
20;22;-130
20;23;-70
20;24;2290
20;25;640
20;26;2370
21;27;1380
21;2;4510
21;3;4860
21;4;1775
21;5;-22030
21;6;3725
21;7;1505
21;8;2835
21;9;3050
21;10;3515
21;11;1110
21;12;-70
21;13;3870
21;14;60
21;15;2020
21;16;-2630
21;17;1940
21;18;2465
21;19;1340
21;20;2360
21;22;910
21;23;1870
21;24;1870
21;25;3070
21;26;2370
22;27;3050
22;2;1590
22;3;2360
22;4;3095
22;5;-21130
22;6;4005
22;7;4625
22;8;4915
22;9;7220
22;10;4695
22;11;2920
22;12;3120
22;13;-430
22;14;3390
22;15;700
22;16;1540
22;17;5480
22;18;3645
22;19;2660
22;20;1670
22;21;3890
22;23;1870
22;24;4580
22;25;-820
22;26;-820
23;27;2560
23;2;2150
23;3;4860
23;4;3585
23;5;-23900
23;6;5395
23;7;4285
23;8;5265
23;9;5690
23;10;5465
23;11;2160
23;12;1390
23;13;2280
23;14;2770
23;15;420
23;16;-540
23;17;4790
23;18;4275
23;19;3490
23;20;-550
23;21;2570
23;22;-410
23;24;1870
23;25;850
23;26;1890
24;27;3540
24;2;4790
24;3;6870
24;4;4415
24;5;-24390
24;6;6365
24;7;4005
24;8;5605
24;9;4160
24;10;6225
24;11;3130
24;12;1460
24;13;4850
24;14;2630
24;15;2850
24;16;-2630
24;17;4230
